SMILES,Fitness Values
C#CNCOCCCOC(=C)COCCOCCC#N,"(1.0, 1.0, 1.0, 0.3627020000000001, 0.5283661714285716, 0.1684636991315712)"
C#CNCCCOCOC(=C)COCCOCCC#N,"(1.0, 1.0, 1.0, 0.3627020000000001, 0.5283661714285716, 0.1684636991315712)"
C#CCONCCOCCC(=C)CCOCCOC#N,"(1.0, 1.0, 1.0, 0.3627020000000001, 0.5283661714285716, 0.16846369913157114)"
C#CCOCCCOCC(=C)OCCCOCNC#N,"(1.0, 1.0, 1.0, 0.3627020000000001, 0.5283661714285716, 0.12796338884175032)"
C#CCCOCCOC(=C)NCCCOCCOC#N,"(1.0, 1.0, 1.0, 0.3627020000000001, 0.5283661714285715, 0.22176838910302557)"
C#CNOCCCCCCC(=O)CCONCOC#N,"(1.0, 1.0, 1.0, 0.3621095000000001, 0.54604752, 0.1225396686517741)"
C#CONONCCOCC(=O)CCCCCCC#N,"(1.0, 1.0, 1.0, 0.3621095, 0.54604752, 0.2787573462298407)"
C#CNONOCCC(=O)CCOCCCCCC#N,"(1.0, 1.0, 1.0, 0.3621095, 0.54604752, 0.21236874987524548)"
C#CONOCNCOCC(=O)CCCCCCC#N,"(1.0, 1.0, 1.0, 0.3621095, 0.54604752, 0.21236874987524548)"
C#CCCONOCCC(=O)CCCCCONC#N,"(1.0, 1.0, 1.0, 0.3621095, 0.54604752, 0.16132337583653916)"
[C]ONCOC(=CCl)CCN=C,"(1.0, 1.0, 1.0, 0.3612047500000001, 0.5065700514285715, 0.2152123093012973)"
C#CCCCOCCC(=O)CCOCCNCOC#C,"(1.0, 1.0, 1.0, 0.3609175, 0.5156608228571429, 0.2916102824596006)"
C#CCOCCCCCC(=O)COCCNCOC#C,"(1.0, 1.0, 1.0, 0.3609175, 0.5156608228571429, 0.2916102824596006)"
C#CCCCOCCC(=O)CCOCCONCC#C,"(1.0, 1.0, 1.0, 0.3609175, 0.5156608228571429, 0.2916102824596006)"
C#CCOCNCCCC(=O)CCOCCCOC#C,"(1.0, 1.0, 1.0, 0.3609175, 0.5156608228571429, 0.2916102824596006)"
C#CCCCOCOCC(=O)CCOCCCNC#C,"(1.0, 1.0, 1.0, 0.3609175, 0.5156608228571429, 0.22216064248814824)"
N#CCCCCCCC(=O)NONCCCCOC#N,"(1.0, 1.0, 1.0, 0.3607715, 0.49059896000000014, 0.3021747796975222)"
C#CCOCCCCNCC(=N)CCOCCOC#N,"(1.0, 1.0, 1.0, 0.36075375, 0.5418630400000001, 0.21396832429885615)"
C#CCCOCOCCC(=N)COCCCNCC#N,"(1.0, 1.0, 1.0, 0.36075375, 0.5418630400000001, 0.16253847337829255)"
C#CCCOCCOCC(=N)CCOCCCNC#N,"(1.0, 1.0, 1.0, 0.36075375, 0.5418630400000001, 0.16253847337829255)"
C#COCCOCCCC(=C)NCOCNCCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.28016107192263395)"
C#CCCCOCOC(=C)NCOCCNCCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.21343816553218914)"
C#COCCCCOC(=C)NCOCCNCCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.21343816553218914)"
C#CCCCOCNCNC(=C)OCCOCCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.21343816553218914)"
C#CCCOCCOC(=C)NCNCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.21343816553218914)"
C#CCNCCCOC(=C)NCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.21343816553218914)"
C#CCCNOCCCNC(=C)CCOCOCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.21343816553218914)"
C#CCCOCCOC(=C)NCOCNCCCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.21343816553218914)"
C#CCCCOCOCC(=C)NCCCNOCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.21343816553218914)"
C#CCCCOCCC(=C)NCOCCNOCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.21343816553218914)"
C#CCCCNOCOC(=C)COCCNCCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.1621357446245644)"
C#CCCNCCCCNC(=C)OCOCCOC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.1621357446245644)"
C#CNCCCCCOCC(=C)NCOCCOC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.1621357446245644)"
C#CCCCOCOC(=C)CNOCCNCCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.1621357446245644)"
C#CCNCCCOC(=C)CCOCONCCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.1621357446245644)"
C#CCCOCCCOC(=C)NOCCCNCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.1621357446245644)"
C#CNCCCOCOC(=C)CCNCOCCC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.1621357446245644)"
C#CCCOCCCCNC(=C)OCNCCOC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.1621357446245644)"
C#CCCCOCNC(=C)CCOCOCCNC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.1621357446245644)"
C#CCNCCCOC(=C)NCOCCCCOC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.1621357446245644)"
C#CCCCOCOC(=C)CCNCOCCNC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.12315673608909651)"
C#CCCOCCCNC(=C)OCOCCCNC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.12315673608909651)"
C#CCCCNCOCC(=C)OCOCCCNC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.12315673608909651)"
C#CCCOCNCOC(=C)CCOCCCNC#N,"(1.0, 1.0, 1.0, 0.36071700000000007, 0.5317316114285714, 0.12315673608909651)"
C#COCCOCNC(=C)NCCCCCOCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.28016107192263395)"
C#CCOCCCOCNC(=C)NCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.28016107192263395)"
C#CCCOCCNC(=C)NCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.28016107192263395)"
C#CCOCOCCCNC(=C)NCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.28016107192263395)"
C#CCOCCNOCCC(=C)NCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.21343816553218914)"
C#CCCOCCNC(=C)ONCCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.21343816553218914)"
C#CCOCNCCCNC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.21343816553218914)"
C#CCCNCCNC(=C)OCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.21343816553218914)"
C#CCOCCCNCNC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.21343816553218914)"
C#CCCCOCOC(=C)NCNCCCOCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.21343816553218914)"
C#CCCNCCOC(=C)NCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.21343816553218914)"
C#CNCCCOCOC(=C)NCCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.1621357446245644)"
C#CCCNCCONCC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.1621357446245644)"
C#CNCCCOCOC(=C)NCCCOCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.1621357446245644)"
C#CNCNCCOCCC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.1621357446245644)"
C#CNCCCCNOC(=C)COCCOCCC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.1621357446245644)"
C#CCCOCNCCC(=C)OCOCCCNC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.12315673608909651)"
C#CCCOCCOCC(=C)ONCCCCNC#N,"(1.0, 1.0, 1.0, 0.36071699999999995, 0.5317316114285714, 0.12315673608909651)"
C#CCCCOCCC(=C)NCOCONOCC#C,"(1.0, 1.0, 1.0, 0.36068500000000003, 0.5190941714285715, 0.2138317396904117)"
C#CCCCONOCNC(=C)COCOCCC#C,"(1.0, 1.0, 1.0, 0.36068500000000003, 0.5190941714285715, 0.2138317396904117)"
C#CCCNOCOCCC(=C)OCONCCC#C,"(1.0, 1.0, 1.0, 0.36068500000000003, 0.5190941714285715, 0.16243471851730423)"
C#CCCCOCOC(=C)ONOCCNCCC#C,"(1.0, 1.0, 1.0, 0.36068500000000003, 0.5190941714285715, 0.16243471851730423)"
C#CCCNOCOCNC(=C)OCCCCOC#C,"(1.0, 1.0, 1.0, 0.36068500000000003, 0.5190941714285715, 0.16243471851730423)"
C#CCCCNOCOC(=C)COCNOCCC#C,"(1.0, 1.0, 1.0, 0.36068500000000003, 0.5190941714285715, 0.16243471851730423)"
N#CCCCOCNC(=O)CCCCCONOCC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCCOCCC(=O)NONCCCCCOC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCONOCCCCC(=O)NCCCCOC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCOCCCCCC(=O)NCONOCCCC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCCCCCC(=O)NCOCNCOCOC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCCONOCNC(=O)CCCCOCCC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCCCCOCCC(=O)NOCONCCC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCCCCCNC(=O)CONOCOCCC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCCOCONC(=O)CCCCONCCC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCCOCCNC(=O)CCCCCONOC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCCOCNC(=O)CCCCONOCCC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCOCCCCNC(=O)CCCCCONOC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#COCCCCCNC(=O)CCONOCCCC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCCCCNC(=O)CCONOCCCOC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCCCCOCONC(=O)CNOCCCC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCCCONOCCC(=O)NCOCCCC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.2780153537771006)"
N#CCCCOCONCNC(=O)CCCCCOC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.21180346967102315)"
N#COCCCCCCONC(=O)CCCNCOC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.21180346967102315)"
N#COCCCCCNC(=O)CCCCOCONC#N,"(1.0, 1.0, 1.0, 0.3604315, 0.5640365485714287, 0.16089396750366394)"
C=C(COCNCCOCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.35996150000000005, 0.54940752, 0.2871905156658766)"
C=C(CCONCOCC#N)COCCOCCC#N,"(1.0, 1.0, 1.0, 0.35996150000000005, 0.54940752, 0.21879348333909615)"
C=C(CCOCOCNCC#N)OCCCOCC#N,"(1.0, 1.0, 1.0, 0.35996150000000005, 0.54940752, 0.21879348333909615)"
C=C(CCONCCC#N)COCCOCCOC#N,"(1.0, 1.0, 1.0, 0.35996150000000005, 0.54940752, 0.21879348333909615)"
C=C(CCOCOCOC#N)CNCCCOCC#N,"(1.0, 1.0, 1.0, 0.35996150000000005, 0.54940752, 0.21879348333909615)"
C=C(CCNCCCOCC#N)OCOCCOC#N,"(1.0, 1.0, 1.0, 0.35996150000000005, 0.54940752, 0.21879348333909615)"
C=C(COCCOCCC#N)OCCCOCNC#N,"(1.0, 1.0, 1.0, 0.35996150000000005, 0.54940752, 0.16620384761897997)"
C=C(COCCOCCNC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.35996150000000005, 0.54940752, 0.16620384761897997)"
C=C(CCOCOCCNC#N)OCCOCCC#N,"(1.0, 1.0, 1.0, 0.35996150000000005, 0.54940752, 0.16620384761897997)"
C#CCCCOCNC(=N)CCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.3593837500000001, 0.47932804000000007, 0.17604649127446503)"
C#CCCCOCOCNC(=N)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.35938375, 0.47932804000000007, 0.17604649127446503)"
C#CCCCOCOC(=N)CCOCCCCNC#N,"(1.0, 1.0, 1.0, 0.35938375, 0.47932804000000007, 0.10184793168725417)"
N#CCCCCCOCCC(=O)CCONONC#N,"(1.0, 1.0, 1.0, 0.35936900000000005, 0.5662808685714287, 0.2087993278357835)"
N#CNOCCCCCCC(=O)CCONCOC#N,"(1.0, 1.0, 1.0, 0.35936900000000005, 0.5662808685714287, 0.1586119071598642)"
C#CCCCCCOCCC(=N)OCONOCC#C,"(1.0, 1.0, 1.0, 0.3593517500000001, 0.46681860000000014, 0.13407686674384106)"
N#CCCCCOCOC(=N)COCCOCCC#N,"(1.0, 1.0, 1.0, 0.35862825, 0.5000259485714286, 0.23785004996033168)"
N#CCCCOCOC(=N)CCOCCOCCC#N,"(1.0, 1.0, 1.0, 0.35862825, 0.5000259485714286, 0.23785004996033168)"
C#CCOCCCOCCC(=O)CNOCCCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2886044905882634)"
C#CCNCOCOCCC(=O)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2886044905882634)"
C#CCOCNCOCCC(=O)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2886044905882634)"
C#CCNOCCOCCC(=O)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2886044905882634)"
C#COCCOCCC(=O)CCCCNCOCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2886044905882634)"
C#CCOCNCOCC(=O)COCCCCCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2886044905882634)"
C#CCCCOCNCC(=O)COCOCCCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2886044905882634)"
C#CCCNOCCC(=O)COCCOCCCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2886044905882634)"
C#CCCCOCCC(=O)CONCCCOCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2886044905882634)"
C#CCCCNCOCCC(=O)CCOCOCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2886044905882634)"
C#CCCCOCCC(=O)CCONCCOCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2886044905882634)"
C#CCCCCCOCC(=O)CNOCCOCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2886044905882634)"
C#CCCCOCCCC(=O)COCCNCOC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2198707072784238)"
C#CCOCNCCCC(=O)COCCCCOC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2198707072784238)"
C#CCCCOCCC(=O)CCOCCNCOC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2198707072784238)"
C#CCCCOCCC(=O)CCOCCONCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2198707072784238)"
C#CCOCNCCCC(=O)CCOCCCOC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2198707072784238)"
C#CCCCCOCCC(=O)COCOCNCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2198707072784238)"
C#CNCCCOCCC(=O)CCCOCOCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2198707072784238)"
C#COCCCOCCC(=O)CCCOCCNC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2198707072784238)"
C#CNCCCOCCC(=O)COCOCCCC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2198707072784238)"
C#CCCCOCCC(=O)CCOCNCCOC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.2198707072784238)"
C#CCCCOCOCC(=O)CCOCCCNC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.16702214787514458)"
C#CCCCOCOCCC(=O)CCOCCNC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.16702214787514458)"
C#CCCCCOCCC(=O)COCOCCNC#N,"(1.0, 1.0, 1.0, 0.35817699999999997, 0.5358941714285715, 0.16702214787514458)"
C#CCCONOCCC(=N)COCCCOCC#N,"(1.0, 1.0, 1.0, 0.35798125000000003, 0.5494589485714286, 0.21193948791972247)"
C#CCOCCCOCC(=N)CCONOCCC#N,"(1.0, 1.0, 1.0, 0.35798125000000003, 0.5494589485714286, 0.21193948791972247)"
C=C(NCCCNCOCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.2762430892126677)"
C=C(NCNCCCOCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.2762430892126677)"
C=C(NCOCOCCCC#N)OCCNCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.2762430892126677)"
C=C(NCCOCNCCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.2762430892126677)"
C=C(NCNCOCCCC#N)OCCOCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.2762430892126677)"
C=C(NCCNCCC#N)OCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.2762430892126677)"
C=C(NCCCNCCC#N)OCOCOCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.2762430892126677)"
C=C(NCOCCNCCC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.2762430892126677)"
C=C(NCOCCCC#N)OCOCCNCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.2762430892126677)"
C=C(NCCCOCCCC#N)OCCONCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.21045328602532828)"
C=C(NCOCCNCCC#N)OCCCCOC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.21045328602532828)"
C=C(NCOCOCCCC#N)OCCCNCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.21045328602532828)"
C=C(CCCNCCC#N)OCOCOCCNC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(NCOCCCC#N)OCCCOCCNC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(NCCCOCCC#N)OCOCCCNC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(COCCCCNC#N)OCCCOCNC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(CCOCNCCNC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(CCCNOCCNC#N)OCCOCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(CCCCOCCNC#N)OCNCCOC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(NCCCOCCNC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(CCOCCNCCC#N)OCCCONC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(NCCOCCC#N)OCOCCCCNC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(CCNCOCCC#N)OCOCCCNC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(OCCCCOCCC#N)OCNCCNC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(COCNCNCC#N)OCCCCCOC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(COCCOCCC#N)ONCCCCNC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(OCCCNCCNC#N)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.15986831667767973)"
C=C(COCCONCC#N)OCCCCCNC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.12143441985400509)"
C=C(CCCOCNCC#N)OCOCCCNC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.12143441985400509)"
C=C(CCOCCCCNC#N)OCOCNCC#N,"(1.0, 1.0, 1.0, 0.35797650000000003, 0.5519649600000001, 0.12143441985400509)"
C#CCOCONOCNC(=C)CCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.21115995189666195)"
C#CCCCOCCC(=C)NCOCONOCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.21115995189666195)"
C#CCOCONOCNC(=C)CCCOCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.21115995189666195)"
C#CCCCOCONOC(=C)COCNCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCCCNOCOC(=C)NOCCOCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCCNCCONOC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCNCCCONOC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CONCOCOC(=C)NCCOCCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCCNOCOC(=C)CNOCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCCOCCNC(=C)ONOCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCCCOCOCNC(=C)OCONCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCNONCOCC(=C)OCOCCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CONCCCNC(=C)OCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCCCOCOCNC(=C)OCNOCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#COCCCCOC(=C)NCOCONCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCCNOCOCCC(=C)OCONCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCNCONOC(=C)CCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCCCOCONCC(=C)OCONCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCCNOCONCC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCCCONOCNC(=C)OCCOCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#COCNOCNC(=C)OCCCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCCCOCOC(=C)NCOCONCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCCNOCOC(=C)NCOCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CCOCONOCCC(=C)CNOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.16040512693822415)"
C#CNOCOCCCNC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.12184217571154829)"
C#CNCNOCOCCC(=C)OCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.12184217571154829)"
C#CNCCOCONOC(=C)COCCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.12184217571154829)"
C#CNCOCCOCC(=C)ONOCCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.12184217571154829)"
C#CCCCOCOC(=C)ONOCCCNCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.12184217571154829)"
C#CNCCCONOC(=C)COCOCCCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.12184217571154829)"
C#CCCNCOCCCC(=C)OCOCNOC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.12184217571154829)"
C#CNCCCCOC(=C)CCONOCOCC#N,"(1.0, 1.0, 1.0, 0.3579445, 0.5393275200000001, 0.12184217571154829)"
